,gameID,target,choice,correct,rt,fname,d1,d2,d3,target_category,chosen_category,condition,drawDuration,original_gameID,viewer_correct,viewer_choice,viewer_RT,mean_intensity,num_strokes,correct_class
659,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,beetle,hatchback,0,9452,gameID_6373-a60ef7ba-4340-4fc3-b549-bf974318f61d_trial_21.png,hatchback,white,white,car,car,closer,4.348,6373-a60ef7ba-4340-4fc3-b549-bf974318f61d,True,beetle,4.918,0.0303,4,True
660,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,crow,crow,1,3924,gameID_9840-46b175c7-8715-49fe-99a6-0dae8776ef1b_trial_21.png,pigeon,cuckoo,cuckoo,bird,bird,closer,41.894,9840-46b175c7-8715-49fe-99a6-0dae8776ef1b,True,crow,3.138,0.0583,19,True
661,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bullmastiff,goldenretriever,0,6273,gameID_7285-f99d9991-de84-43cc-b359-e9de387ab0b5_trial_21.png,basset,doberman,doberman,dog,dog,closer,53.58,7285-f99d9991-de84-43cc-b359-e9de387ab0b5,False,chihuahua,9.502,0.052000000000000005,7,True
662,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bluesedan,redsport,0,4599,gameID_1695-dcc9fa2e-386a-42cc-a4cb-fbb1a309c5d9_trial_21.png,brown,bluesport,bluesport,car,car,closer,69.00399999999999,1695-dcc9fa2e-386a-42cc-a4cb-fbb1a309c5d9,True,bluesedan,4.191,0.0949,28,True
663,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,waiting,sling,0,10782,gameID_6486-e7055f99-5fec-4fb7-a7fd-7ebf49ba594f_trial_21.png,knob,inlay,inlay,chair,chair,closer,11.07,6486-e7055f99-5fec-4fb7-a7fd-7ebf49ba594f,True,waiting,25.921999999999997,0.0304,3,True
664,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bullmastiff,sparrow,0,5917,gameID_7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa_trial_21.png,cuckoo,brown,brown,dog,bird,further,6.145,7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa,True,bullmastiff,4.0680000000000005,0.0399,7,False
665,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,tomtit,robin,0,2455,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_22.png,cuckoo,bluejay,bluejay,bird,bird,closer,28.166999999999998,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,tomtit,3.859,0.025,8,True
666,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,knob,squat,0,2478,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_22.png,sling,inlay,inlay,chair,chair,closer,14.225999999999999,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,knob,5.824,0.0423,5,True
667,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,cuckoo,crow,0,3382,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_22.png,tomtit,bluejay,bluejay,bird,bird,closer,27.84,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,cuckoo,4.623,0.0276,15,True
668,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,brown,bluesedan,0,2649,gameID_4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2_trial_22.png,redsport,beetle,beetle,car,car,closer,85.43700000000001,4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2,True,brown,24.049,0.0386,13,True
669,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bloodhound,bullmastiff,0,9051,gameID_7567-ce474df0-a84b-46aa-b23d-c238f8234641_trial_22.png,doberman,goldenretriever,goldenretriever,dog,dog,closer,19.717,7567-ce474df0-a84b-46aa-b23d-c238f8234641,True,bloodhound,2.238,0.0583,5,True
670,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,waiting,waiting,1,4349,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_22.png,crow,white,white,chair,chair,further,10.765,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,waiting,5.649,0.0551,7,True
671,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,redantique,redantique,1,3826,gameID_5325-5c1c06e3-3674-4ae6-add2-d188a9a7c4b5_trial_22.png,crow,waiting,waiting,car,car,further,5.632999999999999,5325-5c1c06e3-3674-4ae6-add2-d188a9a7c4b5,True,redantique,1.781,0.0295,5,True
672,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,brown,redsport,0,2918,gameID_6500-391008be-12c2-4a97-a943-7bf13a56bbb7_trial_22.png,robin,squat,squat,car,car,further,5.0,6500-391008be-12c2-4a97-a943-7bf13a56bbb7,True,brown,10.895,0.0342,2,True
673,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,doberman,basset,0,3358,gameID_3113-105e6653-7fd1-4451-af00-46bb3145880a_trial_22.png,bluejay,hatchback,hatchback,dog,dog,further,25.908,3113-105e6653-7fd1-4451-af00-46bb3145880a,True,doberman,4.031000000000001,0.0387,13,True
674,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,white,bluesport,0,2031,gameID_2137-5eb24312-af96-43dc-bb4b-76ac0d817ede_trial_22.png,beetle,bluesedan,bluesedan,car,car,closer,30.371,2137-5eb24312-af96-43dc-bb4b-76ac0d817ede,True,white,2.658,0.0321,8,True
675,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,leather,beetle,0,2631,gameID_8265-92081336-152b-4a90-bdb4-fea038f4c9b8_trial_22.png,woven,knob,knob,chair,car,closer,42.934,8265-92081336-152b-4a90-bdb4-fea038f4c9b8,True,leather,4.989,0.0816,15,False
676,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bluesedan,white,0,1967,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_22.png,redantique,redsport,redsport,car,car,closer,18.378,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,bluesedan,7.114,0.0418,7,True
677,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,redantique,redantique,1,2299,gameID_2216-946e1652-c7ea-4dc7-8829-129c7cc55176_trial_22.png,bluesport,hatchback,hatchback,car,car,closer,34.949,2216-946e1652-c7ea-4dc7-8829-129c7cc55176,True,redantique,9.649,0.0397,8,True
678,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,basset,basset,1,6414,gameID_4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16_trial_22.png,sparrow,beetle,beetle,dog,dog,further,15.134,4609-852cfd4d-44d8-42fc-9c7c-8460ce918f16,True,basset,6.077000000000001,0.0506,11,True
679,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,pug,doberman,0,2573,gameID_5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d_trial_23.png,goldenretriever,bloodhound,bloodhound,dog,dog,closer,21.802,5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d,True,pug,4.675,0.0562,10,True
680,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,knob,inlay,0,4158,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_23.png,robin,beetle,beetle,chair,chair,further,6.607,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,knob,2.858,0.0257,9,True
681,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,white,beetle,0,6919,gameID_8196-ad38e7de-f882-4af8-8645-0934a9585321_trial_23.png,tomtit,waiting,waiting,car,car,further,24.97,8196-ad38e7de-f882-4af8-8645-0934a9585321,True,white,3.511,0.0457,5,True
682,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,pigeon,cuckoo,0,2563,gameID_9488-b896538b-6d64-46b2-b5ff-a4509fb4d9a0_trial_23.png,redantique,waiting,waiting,bird,bird,further,27.186,9488-b896538b-6d64-46b2-b5ff-a4509fb4d9a0,True,pigeon,5.0360000000000005,0.0451,6,True
683,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,redantique,redantique,1,4196,gameID_1682-6ebee481-ec2e-4624-a5d2-2e74803e940d_trial_23.png,cuckoo,inlay,inlay,car,car,further,2.228,1682-6ebee481-ec2e-4624-a5d2-2e74803e940d,True,redantique,1.764,0.0363,3,True
684,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,pug,pug,1,3762,gameID_6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a_trial_23.png,goldenretriever,bloodhound,bloodhound,dog,dog,closer,49.426,6698-4fc0cc09-7c7a-4adf-95d7-af88c375d43a,True,pug,5.9510000000000005,0.0858,8,True
685,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,pug,inlay,0,2512,gameID_4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa_trial_23.png,cuckoo,hatchback,hatchback,dog,chair,further,9.777999999999999,4922-1aed9a2a-2e30-4032-9087-500ec1c2d3aa,False,leather,1.723,0.039,8,False
686,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bloodhound,bloodhound,1,6979,gameID_5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528_trial_23.png,bullmastiff,basset,basset,dog,dog,closer,10.124,5148-2dd2d418-6ff6-40f1-ac59-e201d15bc528,True,bloodhound,22.624000000000002,0.0565,8,True
687,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,sling,squat,0,2536,gameID_0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1_trial_23.png,inlay,waiting,waiting,chair,chair,closer,32.177,0834-74e58d84-5f2f-4ffd-8df3-e32076ea5aa1,True,sling,3.6180000000000003,0.1198,17,True
688,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,inlay,sling,0,2105,gameID_1233-33433bd3-d72b-4c2a-9ed0-3e83a80f8e94_trial_23.png,sling,knob,knob,chair,chair,closer,9.227,1233-33433bd3-d72b-4c2a-9ed0-3e83a80f8e94,True,inlay,6.013999999999999,0.0591,6,True
689,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,crow,crow,1,3774,gameID_8690-8b4e0b59-f3f2-4e43-b4a0-66caff2a72e4_trial_24.png,tomtit,robin,robin,bird,bird,closer,47.891999999999996,8690-8b4e0b59-f3f2-4e43-b4a0-66caff2a72e4,True,crow,5.761,0.0565,16,True
690,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,pug,pug,1,2990,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_24.png,bullmastiff,doberman,doberman,dog,dog,closer,55.575,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,False,bullmastiff,8.23,0.0608,10,True
691,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,goldenretriever,basset,0,2566,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_24.png,bloodhound,chihuahua,chihuahua,dog,dog,closer,34.382,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,goldenretriever,4.876,0.0262,15,True
692,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,redsport,bluesport,0,2358,gameID_6373-a60ef7ba-4340-4fc3-b549-bf974318f61d_trial_24.png,sparrow,squat,squat,car,car,further,4.881,6373-a60ef7ba-4340-4fc3-b549-bf974318f61d,True,redsport,23.037,0.0315,3,True
694,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,waiting,waiting,1,5798,gameID_8486-a0a44a5f-4eb9-4924-b2b6-247478e1ce8d_trial_24.png,cuckoo,bluesport,bluesport,chair,chair,further,18.222,8486-a0a44a5f-4eb9-4924-b2b6-247478e1ce8d,True,waiting,5.4910000000000005,0.0431,7,True
695,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bullmastiff,pug,0,2157,gameID_2611-14794729-06be-4093-aac5-8a631b1fa894_trial_24.png,doberman,pug,pug,dog,dog,closer,48.4,2611-14794729-06be-4093-aac5-8a631b1fa894,True,bullmastiff,4.955,0.0834,14,True
696,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bullmastiff,bloodhound,0,4323,gameID_7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb_trial_24.png,cuckoo,redsport,redsport,dog,dog,further,2.654,7988-85f09ac5-8225-48f3-9367-e890cdbb4ffb,True,bullmastiff,3.514,0.0386,3,True
697,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,goldenretriever,goldenretriever,1,4252,gameID_2137-5eb24312-af96-43dc-bb4b-76ac0d817ede_trial_24.png,robin,redsport,redsport,dog,dog,further,10.53,2137-5eb24312-af96-43dc-bb4b-76ac0d817ede,True,goldenretriever,2.045,0.0294,8,True
698,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bluejay,robin,0,2643,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_24.png,bluesport,sling,sling,bird,bird,further,7.376,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,bluejay,1.7930000000000001,0.0349,4,True
699,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bluejay,robin,0,2893,gameID_7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa_trial_24.png,hatchback,waiting,waiting,bird,bird,further,3.833,7823-f830a2ad-96de-4d1f-a926-5b44d0a625aa,True,bluejay,6.151,0.0228,4,True
700,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,basset,basset,1,2005,gameID_9877-e1c91119-da46-40fa-82fe-17405ca56a3b_trial_24.png,weimaraner,doberman,doberman,dog,dog,closer,1.53,9877-e1c91119-da46-40fa-82fe-17405ca56a3b,True,basset,12.128,0.0373,2,True
701,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,redsport,brown,0,2671,gameID_5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d_trial_25.png,bluejay,sling,sling,car,car,further,8.78,5708-fd15d921-aa1b-46e4-ad51-e0c743c2db0d,True,redsport,8.892999999999999,0.0383,5,True
702,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bluejay,bluejay,1,3054,gameID_6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43_trial_25.png,nightingale,sparrow,sparrow,bird,bird,closer,48.69,6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43,True,bluejay,2.43,0.0764,12,True
703,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,waiting,waiting,1,3133,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_25.png,leather,squat,squat,chair,chair,closer,12.85,0225-fd115f45-542e-4c76-9672-54e60295fc00,True,waiting,9.697000000000001,0.0513,6,True
704,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,pug,bullmastiff,0,5308,gameID_1970-1377644d-0742-4343-ae91-737a5b0fbd1f_trial_25.png,sparrow,bluesedan,bluesedan,dog,dog,further,4.508,1970-1377644d-0742-4343-ae91-737a5b0fbd1f,True,pug,2.178,0.0338,7,True
705,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,sling,sling,1,4660,gameID_8621-ca1f4a87-da08-43dd-96fb-948482e4d94c_trial_25.png,woven,leather,leather,chair,chair,closer,17.789,8621-ca1f4a87-da08-43dd-96fb-948482e4d94c,True,sling,6.27,0.0796,4,True
706,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,beetle,white,0,6518,gameID_0075-ad14e50c-f328-451b-82b0-2a7d3b392127_trial_25.png,robin,straight,straight,car,car,further,2.471,0075-ad14e50c-f328-451b-82b0-2a7d3b392127,True,beetle,1.945,0.0322,3,True
707,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,hatchback,hatchback,1,3524,gameID_2611-14794729-06be-4093-aac5-8a631b1fa894_trial_25.png,beetle,white,white,car,car,closer,108.219,2611-14794729-06be-4093-aac5-8a631b1fa894,True,hatchback,4.141,0.1047,34,True
708,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,brown,redsport,0,2863,gameID_0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8_trial_25.png,beetle,redsport,redsport,car,car,closer,40.821,0773-7fd737ec-3498-4e32-b097-7d7f0b9a0af8,False,beetle,5.835,0.0497,10,True
709,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,crow,pigeon,0,5309,gameID_9699-54dcccb8-23c7-45a9-8a18-f3a9ac597eb6_trial_25.png,redsport,leather,leather,bird,bird,further,0.9740000000000001,9699-54dcccb8-23c7-45a9-8a18-f3a9ac597eb6,True,crow,6.521,0.0348,2,True
710,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,white,doberman,0,1951,gameID_8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd_trial_25.png,bluejay,waiting,waiting,car,dog,further,0.0,8484-f49ea84f-5e54-4a64-b793-bed95e9aa1fd,True,white,10.828,0.0164,1,False
711,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,knob,sling,0,3630,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_25.png,nightingale,hatchback,hatchback,chair,chair,further,18.587,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,True,knob,8.861,0.0564,8,True
712,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,woven,squat,0,2582,gameID_9877-e1c91119-da46-40fa-82fe-17405ca56a3b_trial_25.png,robin,bluesport,bluesport,chair,chair,further,10.429,9877-e1c91119-da46-40fa-82fe-17405ca56a3b,True,woven,17.41,0.0618,4,True
713,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,woven,woven,1,2986,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_26.png,sparrow,white,white,chair,chair,further,11.737,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,woven,4.315,0.0486,5,True
714,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bloodhound,weimaraner,0,3872,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_26.png,goldenretriever,chihuahua,chihuahua,dog,dog,closer,56.351000000000006,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,bloodhound,7.776,0.0446,18,True
715,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,bluejay,bluejay,1,2616,gameID_9451-6c7f6084-1fb9-47c6-a7c2-36a20f2951c5_trial_26.png,bluesedan,straight,straight,bird,bird,further,3.32,9451-6c7f6084-1fb9-47c6-a7c2-36a20f2951c5,True,bluejay,6.077000000000001,0.035,3,True
716,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,straight,straight,1,3493,gameID_6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4_trial_26.png,sparrow,redsport,redsport,chair,chair,further,16.267,6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4,True,straight,2.7739999999999996,0.0234,11,True
717,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,woven,woven,1,2281,gameID_3169-1a552a49-44e5-4a78-bed6-72a6aca82625_trial_26.png,crow,brown,brown,chair,chair,further,11.485999999999999,3169-1a552a49-44e5-4a78-bed6-72a6aca82625,True,woven,12.109000000000002,0.0555,7,True
718,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,weimaraner,basset,0,2638,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_26.png,bluejay,redantique,redantique,dog,dog,further,0.0,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,weimaraner,3.424,0.0471,1,True
719,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,cuckoo,cuckoo,1,5300,gameID_4546-1d43f895-aec3-43e5-83dd-8069d67a2b47_trial_26.png,brown,woven,woven,bird,bird,further,5.09,4546-1d43f895-aec3-43e5-83dd-8069d67a2b47,True,cuckoo,5.886,0.013999999999999999,2,True
720,1088-050b7df7-4038-4478-9262-1b7bd0ce7435,woven,woven,1,3117,gameID_2611-14794729-06be-4093-aac5-8a631b1fa894_trial_26.png,knob,sling,sling,chair,chair,closer,20.145,2611-14794729-06be-4093-aac5-8a631b1fa894,True,woven,9.022,0.0584,11,True
721,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,knob,woven,0,2673,gameID_3485-477008c1-e529-4ad0-a62b-df33c782a5e3_trial_32.png,tomtit,white,white,chair,chair,further,14.498,3485-477008c1-e529-4ad0-a62b-df33c782a5e3,True,knob,2.0869999999999997,0.0514,7,True
724,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,woven,woven,1,2335,gameID_5994-c7c61529-a835-4433-9c73-f628a189f385_trial_32.png,cuckoo,beetle,beetle,chair,chair,further,8.484,5994-c7c61529-a835-4433-9c73-f628a189f385,True,woven,3.52,0.0359,5,True
725,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,hatchback,leather,0,7308,gameID_1783-0c833753-f18a-428d-9d3a-2e37d06f04e6_trial_32.png,nightingale,knob,knob,car,chair,further,5.61,1783-0c833753-f18a-428d-9d3a-2e37d06f04e6,True,hatchback,7.949,0.0308,3,False
726,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,crow,cuckoo,0,2461,gameID_3956-be947e80-531d-42ce-b238-e0b3bd997edf_trial_32.png,tomtit,cuckoo,cuckoo,bird,bird,closer,65.07600000000001,3956-be947e80-531d-42ce-b238-e0b3bd997edf,True,crow,17.721,0.0566,6,True
727,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,nightingale,nightingale,1,1908,gameID_9877-e1c91119-da46-40fa-82fe-17405ca56a3b_trial_32.png,white,sling,sling,bird,bird,further,11.132,9877-e1c91119-da46-40fa-82fe-17405ca56a3b,True,nightingale,1.9509999999999998,0.0526,6,True
728,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,straight,straight,1,1916,gameID_6224-40ab6004-b7c1-4d1d-a308-a061099290fc_trial_1.png,squat,inlay,inlay,chair,chair,closer,13.853,6224-40ab6004-b7c1-4d1d-a308-a061099290fc,True,straight,8.662,0.0488,7,True
729,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,knob,knob,1,2029,gameID_6786-9c3169eb-962e-468b-8922-b99247975eb2_trial_1.png,straight,inlay,inlay,chair,chair,closer,34.645,6786-9c3169eb-962e-468b-8922-b99247975eb2,True,knob,20.35,0.0398,5,True
730,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,waiting,inlay,0,2958,gameID_4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67_trial_1.png,nightingale,bluesport,bluesport,chair,chair,further,8.461,4099-cfa19d59-4f8b-4d34-bd3f-23a1e8c79e67,True,waiting,4.718999999999999,0.0275,4,True
731,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,knob,sling,0,2158,gameID_1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695_trial_1.png,bluejay,bluesedan,bluesedan,chair,chair,further,58.688,1593-3cebc49a-ef16-451d-a5a9-aad9b5ac4695,True,knob,17.605999999999998,0.0663,14,True
732,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,bluejay,robin,0,2575,gameID_2323-a9c585ff-0096-4f9c-8be4-e202993c654f_trial_1.png,sparrow,robin,robin,bird,bird,closer,46.33,2323-a9c585ff-0096-4f9c-8be4-e202993c654f,True,bluejay,12.33,0.0339,13,True
733,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,woven,woven,1,4252,gameID_6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43_trial_1.png,leather,sling,sling,chair,chair,closer,25.538,6592-d354ecd6-f421-4200-98e1-8d7c0ee48a43,True,woven,10.777000000000001,0.0665,4,True
734,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,leather,leather,1,3333,gameID_5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687_trial_1.png,squat,sling,sling,chair,chair,closer,61.217,5412-7dc95fb9-5b93-4d9a-bf13-7d349722b687,True,leather,12.052,0.0569,83,True
735,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,beetle,redantique,0,7580,gameID_0225-fd115f45-542e-4c76-9672-54e60295fc00_trial_1.png,bluesedan,bluesport,bluesport,car,car,closer,33.718,0225-fd115f45-542e-4c76-9672-54e60295fc00,True,beetle,29.517,0.0477,10,True
736,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,tomtit,tomtit,1,5115,gameID_4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2_trial_1.png,redantique,waiting,waiting,bird,bird,further,25.381999999999998,4088-45a9d4bd-2ce2-4404-8743-5d9a30dc38e2,True,tomtit,2.1430000000000002,0.0374,11,True
737,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,white,brown,0,3258,gameID_1970-1377644d-0742-4343-ae91-737a5b0fbd1f_trial_1.png,crow,straight,straight,car,car,further,16.123,1970-1377644d-0742-4343-ae91-737a5b0fbd1f,True,white,5.602,0.0262,6,True
738,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,cuckoo,cuckoo,1,2040,gameID_0927-5d6c38c2-51c0-44b7-a26e-28ff79b4f377_trial_1.png,white,sling,sling,bird,bird,further,10.998,0927-5d6c38c2-51c0-44b7-a26e-28ff79b4f377,True,cuckoo,4.404,0.0312,11,True
739,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,bullmastiff,weimaraner,0,3354,gameID_6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4_trial_1.png,bluejay,bluesedan,bluesedan,dog,dog,further,14.214,6097-bd18a2a0-7f23-4304-890f-cb44cf334fe4,True,bullmastiff,6.7860000000000005,0.0254,7,True
740,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,beetle,beetle,1,3267,gameID_9840-46b175c7-8715-49fe-99a6-0dae8776ef1b_trial_1.png,sparrow,sling,sling,car,car,further,26.063000000000002,9840-46b175c7-8715-49fe-99a6-0dae8776ef1b,True,beetle,10.328,0.0353,6,True
741,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,hatchback,hatchback,1,2980,gameID_9488-b896538b-6d64-46b2-b5ff-a4509fb4d9a0_trial_1.png,cuckoo,sling,sling,car,car,further,18.465,9488-b896538b-6d64-46b2-b5ff-a4509fb4d9a0,True,hatchback,4.603,0.0413,7,True
742,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,crow,robin,0,2167,gameID_3169-1a552a49-44e5-4a78-bed6-72a6aca82625_trial_1.png,brown,woven,woven,bird,bird,further,20.984,3169-1a552a49-44e5-4a78-bed6-72a6aca82625,True,crow,4.2780000000000005,0.0411,11,True
743,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,white,bluesport,0,4653,gameID_2121-a3dd33f4-82fc-4913-991c-1d372f6923f0_trial_1.png,robin,waiting,waiting,car,car,further,6.289,2121-a3dd33f4-82fc-4913-991c-1d372f6923f0,True,white,4.234,0.0248,4,True
744,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,brown,redantique,0,2305,gameID_3444-a337b178-b097-4a79-bbf3-e7e2225bac12_trial_1.png,pigeon,sling,sling,car,car,further,6.926,3444-a337b178-b097-4a79-bbf3-e7e2225bac12,True,brown,4.638,0.0321,4,True
745,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,bloodhound,bloodhound,1,3164,gameID_0075-ad14e50c-f328-451b-82b0-2a7d3b392127_trial_1.png,bluejay,redsport,redsport,dog,dog,further,5.056,0075-ad14e50c-f328-451b-82b0-2a7d3b392127,True,bloodhound,6.779,0.0212,7,True
746,1188-15b95d3f-dc04-411e-8e57-4f9a0fd0306f,brown,bluesedan,0,2330,gameID_3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0_trial_1.png,beetle,bluesport,bluesport,car,car,closer,51.865,3741-3d676fa8-13ae-4785-8a62-7cc820eaccb0,True,brown,11.503,0.0538,16,True
